1, 1
1, 
1, 13
1, 1
1, 2
1, 0
1, 0
1, 30
2, 1
2, 
2, 68
2, 2
2, 8
2, 1
2, 1
2, 32
3, 1
3, 
3, 32
3, 4
3, 15
3, 2
3, 1
3, 33
4, 1
4, 
4, 1
4, 5
4, 22
4, 1
4, 1
4, 34
5, 1
5, 
5, 44
5, 6
5, 32
5, 2
5, 1
5, 35
6, 1
6, 
6, 53
6, 8
6, 43
6, 1
6, 1
6, 36
7, 1
7, 
7, 15
7, 9
7, 56
7, 2
7, 1
7, 37
8, 1
8, 
8, 30
8, 11
8, 72
8, 1
8, 1
8, 38
9, 1
9, 
9, 1
9, 12
9, 88
9, 1
9, 1
9, 36
10, 1
10, 
10, 22
10, 14
10, 107
10, 2
10, 1
10, 37
11, 1
11, 
11, 6
11, 16
11, 127
11, 2
11, 1
11, 38
12, 1
12, 
12, 4
12, 17
12, 148
12, 2
12, 1
12, 39
13, 1
13, 
13, 21
13, 19
13, 177
13, 4
13, 1
13, 40
14, 1
14, 
14, 28
14, 22
14, 204
14, 1
14, 1
14, 41
15, 1
15, 
15, 25
15, 24
15, 231
15, 7
15, 1
15, 43
16, 1
16, 
16, 1
16, 26
16, 277
16, 3
16, 1
16, 44
17, 1
17, 
17, 28
17, 28
17, 315
17, 2
17, 1
17, 46
18, 1
18, 
18, 1
18, 30
18, 346
18, 3
18, 1
18, 47
19, 1
19, 
19, 9
19, 32
19, 366
19, 1
19, 1
19, 48
20, 1
20, 
20, 8
20, 33
20, 399
20, 4
20, 1
20, 49
21, 1
21, 
21, 5
21, 35
21, 433
21, 6
21, 1
21, 51
22, 1
22, 
22, 5
22, 37
22, 465
22, 1
22, 1
22, 52
23, 1
23, 
23, 19
23, 39
23, 502
23, 9
23, 1
23, 54
24, 1
24, 
24, 7
24, 41
24, 562
24, 1
24, 1
24, 55
25, 1
25, 
25, 44
25, 44
25, 615
25, 2
25, 1
25, 56
26, 1
26, 
26, 25
26, 48
26, 658
26, 6
26, 1
26, 58
27, 1
27, 
27, 68
27, 52
27, 704
27, 3
27, 1
27, 59
29, 2
29, 
29, 66
29, 57
29, 784
29, 1
29, 1
29, 60
30, 1
30, 
30, 4
30, 59
30, 836
30, 3
30, 1
30, 61
31, 1
31, 
31, 22
31, 60
31, 884
31, 2
31, 1
31, 63
32, 1
32, 
32, 6
32, 62
32, 975
32, 5
32, 1
32, 64
33, 1
33, 
33, 2
33, 64
33, 1041
33, 1
33, 1
33, 65
34, 1
34, 
34, 146
34, 73
34, 1120
34, 1
34, 1
34, 66
35, 1
35, 
35, 8
35, 75
35, 1175
35, 3
35, 1
35, 67
42, 2
42, 5, 
42, 1
42, 90
42, 1419
42, 1
42, 1
42, 69
44, 2
44, 
44, 21
44, 95
44, 1537
44, 1
44, 1
44, 70
45, 1
45, 
45, 22
45, 97
45, 1628
45, 2
45, 1
45, 71
46, 1
46, 
46, 1
46, 99
46, 1702
46, 1
46, 1
46, 72
50, 4
50, 
50, 15
50, 107
50, 1861
50, 1
50, 1
50, 73
51, 1
51, 
51, 1
51, 109
51, 1865
51, 1
51, 1
51, 74
52, 1
52, 
52, 20
52, 112
52, 1967
52, 2
52, 1
52, 75
53, 1
53, 
53, 7
53, 114
53, 2033
53, 5
53, 1
53, 77
54, 1
54, 
54, 1
54, 116
54, 2059
54, 2
54, 1
54, 78
55, 1
55, 
55, 3
55, 116
55, 2142
55, 3
55, 1
55, 79
56, 1
56, 
56, 8
56, 119
56, 2235
56, 2
56, 1
56, 80
57, 1
57, 
57, 22
57, 124
57, 2327
57, 7
57, 1
57, 82
58, 1
58, 
58, 1
58, 125
58, 2445
58, 1
58, 1
58, 83
59, 1
59, 
59, 12
59, 128
59, 2527
59, 3
59, 1
59, 84
60, 1
60, 
60, 6
60, 130
60, 2551
60, 6
60, 1
60, 86
65, 5
65, 
65, 6
