1, 1
1, 
1, 151
1, 57
1, 239
1, 0
1, 0
1, 0
4, 3
4, 
4, 56
4, 57
4, 60
4, 1
4, 1
4, 0
5, 1
5, 
5, 205
5, 92
5, 98
5, 4
5, 1
5, 0
10, 2
10, 3, 
10, 1
10, 51
10, 115
10, 9
10, 2
10, 0
13, 3
13, 
13, 20
13, 37
13, 268
13, 1
13, 1
13, 0
14, 1
14, 
14, 60
14, 147
14, 1571
14, 3
14, 1
14, 0
15, 1
15, 
15, 2
15, 131
15, 2202
15, 27
15, 3
15, 0
16, 1
16, 
16, 32
16, 96
16, 1052
16, 13
16, 2
16, 0
17, 1
17, 
17, 47
17, 111
17, 1124
17, 9
17, 1
17, 0
18, 1
18, 
18, 3
18, 110
18, 1062
18, 1
18, 1
18, 0
20, 2
20, 
20, 1
20, 113
20, 1078
20, 6
20, 1
20, 0
21, 1
21, 
21, 337
21, 258
21, 1316
21, 18
21, 4
21, 0
22, 1
22, 
22, 3
22, 254
22, 773
22, 7
22, 2
22, 0
23, 1
23, 
23, 1
23, 250
23, 715
23, 4
23, 1
23, 0
24, 1
24, 
24, 40
24, 303
24, 1347
24, 9
24, 1
24, 0
26, 2
26, 
26, 1
26, 311
26, 1387
26, 12
26, 3
26, 0
27, 1
27, 
27, 3
27, 310
27, 1931
27, 10
27, 2
27, 0
28, 1
28, 
28, 6
28, 297
28, 1822
28, 6
28, 2
28, 0
29, 1
29, 
29, 4
29, 295
29, 1745
29, 10
29, 3
29, 0
31, 2
31, 
31, 1
31, 301
31, 1781
31, 6
31, 2
31, 0
32, 1
32, 
32, 2
32, 298
32, 2365
32, 12
32, 3
32, 0
33, 1
33, 
33, 6
33, 295
33, 2122
33, 32
33, 5
33, 0
45, 7
45, 5, 
45, 3
45, 378
45, 1997
45, 6
45, 1
45, 0
46, 1
46, 
46, 14
46, 395
46, 2676
46, 5
46, 1
46, 0
47, 1
47, 
47, 2
47, 361
47, 3417
47, 7
47, 2
47, 0
48, 1
48, 
48, 94
48, 495
48, 3864
48, 13
48, 3
48, 0
49, 1
49, 
49, 60
49, 588
49, 4857
49, 2
49, 1
49, 0
51, 2
51, 
51, 1
51, 594
51, 4127
51, 7
51, 2
51, 0
52, 1
52, 
52, 3
52, 590
52, 5033
52, 26
52, 3
52, 0
53, 1
53, 
53, 10
53, 590
53, 5613
53, 13
53, 3
53, 0
64, 4
64, 1, 5, 1, 
64, 5
64, 688
64, 8195
64, 12
64, 2
64, 0
65, 1
65, 
65, 3
65, 682
65, 7435
65, 31
65, 4
65, 0
66, 1
66, 
66, 9
66, 659
66, 7065
66, 6
66, 1
66, 0
67, 1
67, 
67, 28
67, 548
67, 6858
67, 17
67, 3
67, 0
71, 4
71, 
71, 2
71, 543
71, 7079
71, 6
71, 1
71, 0
72, 1
72, 
72, 1
72, 497
72, 6924
72, 16
72, 2
72, 0
73, 1
73, 
73, 4
73, 432
73, 6520
73, 11
73, 3
73, 0
74, 1
74, 
74, 6
74, 427
74, 6414
74, 8
74, 2
74, 0
114, 2
114, 5, 5, 5, 5, 5, 10, 3, 
114, 5
114, 614
114, 8293
114, 30
114, 4
114, 0
115, 1
115, 
115, 16
115, 648
115, 9422
115, 24
115, 4
115, 0
119, 4
119, 
119, 6
119, 563
119, 9344
119, 1
119, 1
119, 0
134, 1
134, 5, 3, 1, 5, 
134, 9
134, 607
134, 9426
134, 6
134, 1
134, 0
135, 1
135, 
135, 1
135, 601
135, 9280
135, 13
135, 3
135, 0
136, 1
136, 
136, 3
136, 581
136, 9103
136, 21
136, 3
136, 0
137, 1
137, 
137, 1
137, 576
137, 10224
137, 8
137, 2
137, 0
138, 1
138, 
138, 15
138, 561
138, 10067
138, 11
138, 2
138, 0
139, 1
139, 
139, 1
139, 557
139, 9922
139, 24
139, 4
139, 0
140, 1
140, 
140, 5
140, 543
140, 9821
