1, 1
1, 
1, 2
1, 2
1, 204
1, 0
1, 0
1, 0
2, 1
2, 
2, 38
2, 40
2, 436
2, 16
2, 5
2, 0
4, 2
4, 
4, 2
4, 5
4, 277
4, 33
4, 7
4, 0
5, 1
5, 
5, 1
5, 5
5, 516
5, 72
5, 14
5, 0
6, 1
6, 
6, 3
6, 7
6, 777
6, 21
6, 3
6, 0
7, 1
7, 
7, 3
7, 8
7, 547
7, 34
7, 8
7, 0
8, 1
8, 
8, 4
8, 9
8, 515
8, 52
8, 10
8, 0
10, 2
10, 
10, 3
10, 10
10, 570
10, 46
10, 10
10, 0
60, 5
60, 5, 5, 10, 10, 5, 10, 
60, 4
60, 21
60, 65
60, 44
60, 10
60, 0
61, 1
61, 
61, 6
61, 55
61, 1347
61, 38
61, 16
61, 0
63, 2
63, 
63, 2
63, 56
63, 1302
63, 39
63, 12
63, 0
65, 2
65, 
65, 1
65, 50
65, 1264
65, 50
65, 21
65, 0
66, 1
66, 
66, 1
66, 53
66, 1175
66, 3
66, 1
66, 0
67, 1
67, 
67, 15
67, 42
67, 1133
67, 13
67, 2
67, 0
69, 2
69, 
69, 3
69, 41
69, 1157
69, 11
69, 3
69, 0
72, 3
72, 
72, 1
72, 43
72, 1094
72, 35
72, 7
72, 0
73, 1
73, 
73, 1
73, 44
73, 2082
73, 97
73, 21
73, 0
77, 4
77, 
77, 3
77, 45
77, 1187
77, 49
77, 13
77, 0
85, 3
85, 5, 
85, 1
85, 37
85, 1259
85, 55
85, 16
85, 0
107, 3
107, 5, 10, 4, 
107, 2
107, 40
107, 1500
107, 51
107, 11
107, 0
108, 1
108, 
108, 1
108, 44
108, 2721
108, 91
108, 15
108, 0
118, 7
118, 3, 
118, 2
118, 46
118, 2852
118, 56
118, 15
118, 0
131, 3
131, 5, 5, 
131, 2
131, 49
131, 1640
131, 31
131, 7
131, 0
132, 1
132, 
132, 1
132, 54
132, 1607
132, 50
132, 15
132, 0
135, 3
135, 
135, 5
135, 63
135, 328
135, 56
135, 13
135, 0
163, 3
163, 5, 5, 5, 5, 5, 
163, 26
163, 121
163, 448
163, 32
163, 9
163, 0
164, 1
164, 
164, 2
164, 112
164, 416
164, 94
164, 20
164, 0
173, 2
173, 5, 2, 
173, 1
173, 120
173, 386
173, 162
173, 22
173, 0
174, 1
174, 
174, 1
174, 120
174, 1921
174, 101
174, 22
174, 0
175, 1
175, 
175, 1
175, 122
175, 1875
175, 187
175, 38
175, 0
176, 1
176, 
176, 1
176, 125
176, 1828
176, 20
176, 8
176, 0
178, 2
178, 
178, 1
178, 128
178, 1790
178, 33
178, 8
178, 0
179, 1
179, 
179, 1
179, 128
179, 1764
179, 44
179, 14
179, 0
186, 2
186, 5, 
186, 2
186, 130
186, 1804
186, 27
186, 5
186, 0
211, 4
211, 5, 5, 5, 5, 1, 
211, 1
211, 134
211, 3426
211, 35
211, 9
211, 0
212, 1
212, 
212, 1
212, 132
212, 4859
212, 26
212, 8
212, 0
225, 3
225, 5, 5, 
225, 12
225, 115
225, 3684
225, 33
225, 9
225, 0
226, 1
226, 
226, 1
226, 118
226, 3593
226, 46
226, 16
226, 0
335, 11
335, 5, 10, 5, 5, 5, 5, 10, 5, 5, 5, 5, 5, 5, 10, 1, 5, 7, 
335, 13
335, 113
335, 1143
335, 78
335, 19
335, 0
349, 2
349, 5, 5, 2, 
349, 2
349, 104
349, 1279
349, 51
349, 22
349, 0
373, 1
373, 5, 5, 5, 5, 3, 
373, 4
373, 115
373, 1720
373, 89
373, 24
373, 0
379, 5
379, 1, 
379, 4
379, 126
379, 1699
379, 67
379, 21
379, 5858
416, 2
416, 5, 5, 5, 10, 5, 5, 
416, 1
416, 124
416, 1817
416, 47
416, 21
416, 6105
493, 8
493, 5, 1, 5, 5, 5, 10, 5, 5, 10, 10, 5, 3, 
493, 1
493, 84
493, 1471
