2, 2
2, 
2, 107
2, 4
2, 28
2, 0
2, 0
2, 0
3, 1
3, 
3, 7
3, 4
3, 50
3, 1
3, 1
3, 0
4, 1
4, 
4, 5
4, 5
4, 79
4, 9
4, 2
4, 0
10, 1
10, 5, 
10, 7
10, 12
10, 444
10, 6
10, 1
10, 0
16, 1
16, 5, 
16, 1
16, 19
16, 1132
16, 6
16, 1
16, 0
17, 1
17, 
17, 7
17, 23
17, 1263
17, 14
17, 2
17, 0
50, 1
50, 5, 5, 5, 5, 5, 5, 2, 
50, 19
50, 65
50, 5457
50, 45
50, 9
50, 0
59, 1
59, 5, 3, 
59, 6
59, 82
59, 8126
59, 15
59, 6
59, 0
60, 1
60, 
60, 3
60, 76
60, 9625
60, 20
60, 4
60, 0
61, 1
61, 
61, 5
61, 78
61, 9599
61, 5
61, 1
61, 0
64, 1
64, 2, 
64, 1
64, 78
64, 11543
64, 14
64, 3
64, 0
65, 1
65, 
65, 1
65, 77
65, 11712
65, 7
65, 2
65, 0
66, 1
66, 
66, 9
66, 88
66, 11875
66, 24
66, 8
66, 0
67, 1
67, 
67, 39
67, 137
67, 12533
67, 41
67, 9
67, 0
102, 2
102, 5, 5, 5, 5, 5, 5, 3, 
102, 2
102, 190
102, 17214
102, 31
102, 9
102, 0
124, 3
124, 5, 5, 5, 4, 
124, 5
124, 152
124, 20554
124, 81
124, 15
124, 0
125, 1
125, 
125, 17
125, 171
125, 21728
125, 69
125, 16
125, 0
126, 1
126, 
126, 26
126, 167
126, 21524
126, 40
126, 7
126, 0
127, 1
127, 
127, 1
127, 168
127, 22796
127, 35
127, 7
127, 0
128, 1
128, 
128, 1
128, 165
128, 22758
128, 20
128, 5
128, 0
142, 1
142, 5, 5, 3, 
142, 1
142, 181
142, 24484
142, 46
142, 9
142, 0
143, 1
143, 
143, 2
143, 184
143, 27162
143, 24
143, 9
143, 0
158, 1
158, 1, 5, 8, 
158, 1
158, 199
158, 30420
158, 61
158, 7
158, 0
159, 1
159, 
159, 5
159, 196
159, 28474
159, 56
159, 11
159, 0
196, 8
196, 5, 5, 5, 5, 5, 4, 
196, 5
196, 194
196, 32591
196, 73
196, 11
196, 0
197, 1
197, 
197, 35
197, 297
197, 34075
197, 35
197, 12
197, 0
198, 1
198, 
198, 1
198, 297
198, 34223
198, 75
198, 21
198, 0
202, 1
202, 3, 
202, 1
202, 302
202, 36096
202, 39
202, 6
202, 0
206, 2
206, 2, 
206, 2
206, 297
206, 36320
206, 48
206, 12
206, 0
207, 1
207, 
207, 12
207, 314
207, 37769
207, 36
207, 7
207, 0
208, 1
208, 
208, 18
208, 333
208, 33860
208, 51
208, 28
208, 0
209, 1
209, 
209, 4
209, 295
209, 30102
209, 102
209, 20
209, 0
210, 1
210, 
210, 6
210, 310
210, 31427
210, 45
210, 18
210, 0
250, 1
250, 5, 10, 5, 5, 5, 5, 4, 
250, 3
250, 339
250, 33312
250, 161
250, 23
250, 0
251, 1
251, 
251, 51
251, 364
251, 32112
251, 48
251, 11
251, 0
253, 2
253, 
253, 2
253, 365
253, 31668
253, 102
253, 25
253, 0
346, 1
346, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 10, 5, 5, 5, 2, 
346, 6
346, 411
346, 36650
346, 73
346, 17
346, 0
349, 1
349, 2, 
349, 10
349, 416
349, 34591
349, 120
349, 26
349, 0
422, 1
422, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 10, 5, 2, 
422, 4
422, 477
422, 28744
422, 22
422, 7
422, 0
423, 1
423, 
423, 1
423, 477
423, 28447
423, 49
423, 11
423, 0
424, 1
424, 
424, 3
424, 486
424, 30235
424, 48
424, 9
424, 0
425, 1
425, 
425, 7
425, 390
425, 28705
425, 105
425, 23
425, 0
426, 1
426, 
426, 1
426, 345
426, 28310
426, 155
426, 51
426, 0
448, 3
448, 5, 5, 5, 4, 
448, 1
448, 314
448, 28383
448, 76
448, 26
448, 0
449, 1
449, 
449, 11
449, 325
449, 28273
449, 97
449, 21
449, 0
453, 1
453, 3, 
453, 2
453, 321
453, 27403
453, 49
453, 14
453, 0
454, 1
454, 
454, 1
454, 324
454, 27047
454, 62
454, 14
454, 0
455, 1
455, 
455, 1
455, 326
455, 26762
455, 109
455, 23
455, 0
468, 1
468, 5, 5, 2, 
468, 1
468, 318
468, 25640
468, 63
468, 16
468, 0
469, 1
469, 
469, 15
469, 390
469, 26899
469, 155
469, 33
469, 0
488, 4
488, 5, 5, 5, 
488, 4
488, 301
488, 27979
488, 53
488, 11
488, 0
503, 1
503, 5, 5, 4, 
503, 5
503, 310
503, 29278
503, 159
503, 34
503, 0
504, 1
504, 
504, 2
504, 313
504, 29021
504, 66
504, 20
504, 0
505, 1
505, 
505, 3
505, 313
505, 28543
505, 79
505, 28
505, 0
541, 1
541, 5, 5, 5, 5, 5, 5, 5, 
541, 1
541, 318
541, 31987
541, 60
541, 23
541, 0
542, 1
542, 
542, 1
542, 321
542, 31035
542, 93
542, 14
542, 0
551, 1
551, 5, 3, 
551, 1
551, 330
551, 30602
551, 106
551, 29
551, 0
651, 1
651, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 5, 5, 5, 5, 4, 
651, 8
651, 301
651, 34050
651, 86
651, 20
651, 0
772, 2
772, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 15, 5, 5, 5, 5, 5, 10, 4, 
772, 7
772, 320
772, 35458
772, 56
772, 12
772, 0
773, 1
773, 
773, 5
773, 326
773, 35555
773, 62
773, 14
773, 0
803, 1
803, 5, 5, 5, 5, 5, 4, 
803, 1
803, 331
803, 32197
803, 81
803, 22
803, 0
804, 1
804, 
804, 2
804, 338
804, 31934
804, 111
804, 27
804, 0
908, 1
908, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 13, 
908, 25
908, 331
908, 35900
908, 164
908, 48
908, 10530
909, 1
909, 
909, 1
909, 337
909, 36847
909, 332
909, 44
909, 10977
918, 2
918, 5, 2, 
918, 1
918, 346
918, 36700
918, 254
918, 46
918, 11449
919, 1
919, 
919, 1
919, 352
919, 36132
919, 315
919, 44
919, 11897
920, 1
920, 
920, 3
920, 376
920, 35854
920, 73
920, 21
920, 12117
974, 2
974, 5, 5, 5, 5, 5, 10, 5, 5, 5, 2, 
974, 14
974, 378
974, 31831
974, 46
974, 10
974, 12274
975, 1
975, 
975, 1
975, 384
975, 33431
975, 51
975, 24
975, 12521
976, 1
976, 
976, 34
976, 410
976, 33233
976, 100
976, 27
976, 12793
999, 4
999, 5, 5, 5, 4, 
999, 5
999, 427
999, 33328
999, 72
999, 9
999, 12912
1093, 4
1093, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 
1093, 27
1093, 468
1093, 36846
1093, 58
1093, 20
1093, 13207
1132, 5
1132, 5, 5, 5, 5, 5, 5, 4, 
1132, 1
1132, 479
1132, 36633
1132, 44
1132, 12
1132, 13367
1187, 2
1187, 5, 5, 5, 5, 5, 5, 5, 5, 10, 3, 
1187, 13
1187, 417
1187, 38333
1187, 250
1187, 36
1187, 13784
1188, 1
1188, 
1188, 2
1188, 417
1188, 38772
1188, 90
1188, 27
1188, 14056
1189, 1
1189, 
1189, 1
1189, 425
1189, 38216
1189, 77
1189, 21
1189, 14274
1190, 1
1190, 
1190, 1
1190, 427
1190, 38454
1190, 98
1190, 23
1190, 14506
1209, 2
1209, 5, 5, 5, 2, 
1209, 1
1209, 431
1209, 38401
1209, 50
1209, 21
1209, 14738
1242, 1
1242, 5, 5, 5, 5, 5, 5, 2, 
1242, 98
1242, 501
1242, 37734
1242, 276
1242, 43
1242, 15204
1258, 4
1258, 5, 5, 2, 
1258, 1
1258, 500
1258, 37517
1258, 125
1258, 36
1258, 15583
1274, 2
1274, 5, 5, 4, 
1274, 2
1274, 513
1274, 37494
1274, 75
1274, 24
1274, 15845
1339, 1
1339, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 
1339, 8
1339, 603
1339, 45455
1339, 72
1339, 17
1339, 16086
1410, 1
1410, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 15, 1, 3, 
1410, 2
1410, 605
1410, 43741
1410, 91
1410, 23
1410, 16394
1542, 3
1542, 5, 5, 5, 5, 5, 5, 5, 5, 10, 10, 5, 10, 5, 1, 15, 10, 10, 10, 3, 
1542, 4
1542, 515
1542, 39240
1542, 355
1542, 73
1542, 17258
1543, 1
1543, 
1543, 15
1543, 534
1543, 38733
1543, 115
1543, 39
1543, 17655
1544, 1
1544, 
1544, 22
1544, 521
1544, 38381
1544, 163
1544, 44
1544, 18102
1545, 1
1545, 
1545, 11
1545, 541
1545, 39257
1545, 107
1545, 24
1545, 18352
1556, 4
1556, 5, 2, 
1556, 31
1556, 523
1556, 39069
1556, 123
1556, 26
1556, 18631
1557, 1
1557, 
1557, 1
1557, 532
1557, 38861
1557, 191
1557, 65
1557, 19291
1601, 3
1601, 5, 5, 5, 5, 5, 5, 5, 5, 1, 
1601, 4
1601, 561
1601, 35109
1601, 245
1601, 58
1601, 19919
1660, 1
1660, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 
1660, 1
1660, 587
1660, 28850
1660, 79
1660, 27
1660, 20255
1661, 1
1661, 
1661, 2
1661, 597
1661, 28651
1661, 345
1661, 105
1661, 21307
1733, 1
1733, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 10, 5, 
1733, 1
1733, 583
1733, 28212
1733, 202
1733, 64
1733, 22019
1811, 2
1811, 5, 5, 10, 5, 5, 5, 5, 10, 5, 5, 5, 5, 1, 5, 
1811, 1
1811, 600
1811, 28764
1811, 140
1811, 65
1811, 22752
1812, 1
1812, 
1812, 120
1812, 1006
1812, 28563
1812, 94
1812, 19
1812, 22952
1838, 4
1838, 5, 5, 5, 5, 2, 
1838, 1
1838, 984
1838, 28009
1838, 199
1838, 50
1838, 11743
1839, 1
1839, 
1839, 1
1839, 991
1839, 27814
1839, 196
1839, 31
1839, 11901
1847, 2
1847, 5, 1, 
1847, 39
1847, 1072
1847, 27838
1847, 224
1847, 45
1847, 12135
1848, 1
1848, 
1848, 77
1848, 1110
1848, 27780
1848, 299
1848, 75
1848, 12514
1901, 4
